1.17,0.79362324366,
1.06,0.769512730845,
1.55,0.295122489573,
1.21,0.233375705292,
1.24,0.907079005986,
2.25,0.660963106983,
0.49,0.454246947546,
0.51,0.822930140414,
0.46,0.663171875781,
0.9,0.49295705534,
1.83,0.649680462008,
0.53,0.973566182482,
4.61,0.455437803185,
1.05,0.625242628983,
0.36,0.730558810718,
1.29,0.857904179906,
0.53,0.779119478435,
1.1,0.354776304452,
0.38,0.0893848591765,
13.88,0.469552665407,
1.03,0.946007962056,
1.23,0.557538442811,
0.94,0.0778278528259,
14.35,0.161584168237,
14.41,0.350504030994,
5.4,0.499855998437,
1.28,0.623119472716,
14.27,0.910311415895,
14.3,0.969164291346,
0.45,0.612278650984,
1.68,0.804403425952,
1.75,0.259933224819,
14.04,0.943798086237,
0.3,0.597403724914,
1.11,0.666766114722,
0.65,0.276548573228,
1.34,0.600196412612,
1.68,0.323269375642,
1.09,0.135673692347,
0.52,0.279097205408,
1.04,0.809380862855,
14.71,0.827210422814,
14.52,0.195575353823,
0.07,0.362143744579,
0.99,0.12664639332,
4.75,0.0974432943308,
1.34,0.743028518821,
0.66,0.642704111269,
1.26,0.574506908251,
14.68,0.391962662152,
0.68,0.833781346409,
1.21,0.796719907142,
1.24,0.0241051686193,
2.88,0.863712957357,
13.23,0.279659937843,
1.17,0.0957316390674,
2.59,0.718073825809,
13.4,0.671509838505,
1.28,0.601650476614,
0.98,0.311010071256,
1.23,0.415744149733,
1.14,0.34817234082,
1.03,0.80128673628,
0.89,0.621037249974,
14.52,0.616016263142,
0.52,0.254502429274,
14.58,0.414052975861,
1.73,0.947288701034,
130.34,0.646510406543,
1.12,0.601998070994,
14.68,0.425105051495,
0.66,0.898711257976,
1.76,0.559232013746,
1.31,0.591237883811,
1.19,0.767219347348,
0.42,0.763206049945,
10.78,0.0107857620795,
1.37,0.0561143623815,
0.52,0.576318645007,
5.0,0.752367466915,
5.19,0.753214153721,
1.32,0.989932464942,
1.09,0.45813343994,
0.5,0.993897739015,
1.3,0.109733802623,
