6.86,16.29,5.75,53.59,79,9.6,14.61,0.722876463446,
25.92,54.56,23.03,56.07,85,9.63,133.0,0.667295046039,
0.45,10.3744444444,4.38,81.66,115,11.12,5.98,0.179664686525,
